timestamp,Volume,vw,Open,Close,High,Low,n
2025-04-14 09:30:00,707.0,540.393,540.31,540.34,540.34,540.31,31
2025-04-14 09:31:00,1773.0,540.2844,540.27,540.27,540.27,540.27,33
2025-04-14 09:32:00,537.0,540.432,540.36,540.45,540.45,540.36,19
2025-04-14 09:33:00,756.0,540.2955,540.31,540.2,540.31,540.2,20
2025-04-14 09:34:00,1047.0,540.1988,540.2,540.2,540.2,540.2,18
2025-04-14 09:35:00,251.0,540.0943,540.08,540.08,540.08,540.08,15
2025-04-14 09:36:00,3850.0,539.9543,539.99,539.94,540.0,539.91,77
2025-04-14 09:37:00,1323.0,539.8863,539.89,539.9,539.9,539.8,36
2025-04-14 09:38:00,1361.0,539.7704,539.78,539.73,539.8,539.73,51
2025-04-14 09:39:00,3705.0,539.7236,539.77,539.5,539.78,539.5,71
2025-04-14 09:40:00,909.0,539.6121,539.47,539.71,539.71,539.47,27
2025-04-14 09:41:00,1334.0,539.8513,539.81,539.84,539.85,539.81,33
2025-04-14 09:42:00,666.0,539.7534,539.74,539.75,539.75,539.74,10
2025-04-14 09:43:00,2461.0,539.7939,539.79,539.83,539.84,539.76,37
2025-04-14 09:44:00,770.0,539.7099,539.72,539.71,539.72,539.71,12
2025-04-14 09:45:00,2074.0,539.632,539.72,539.57,539.72,539.57,39
2025-04-14 09:46:00,1072.0,539.3047,539.26,539.3,539.3,539.26,30
2025-04-14 09:47:00,2800.0,539.5509,539.41,539.69,539.72,539.41,47
2025-04-14 09:49:00,1247.0,539.5611,539.56,539.44,539.62,539.44,23
2025-04-14 09:50:00,450.0,539.5244,539.6,539.6,539.6,539.6,12
2025-04-14 09:51:00,932.0,539.5195,539.51,539.47,539.54,539.47,20
2025-04-14 09:52:00,2106.0,539.8512,539.66,540.0,540.0,539.66,29
2025-04-14 09:53:00,2475.0,540.0969,540.1,540.1,540.1,540.06,26
2025-04-14 09:54:00,2414.0,540.0218,540.02,539.96,540.02,539.96,22
2025-04-14 09:56:00,1287.0,540.2438,540.25,540.25,540.25,540.21,33
2025-04-14 09:57:00,3338.0,540.2897,540.25,540.23,540.32,540.23,53
2025-04-14 09:58:00,1491.0,540.1688,540.23,540.16,540.23,540.16,19
2025-04-14 10:00:00,1940.0,540.4589,540.47,540.49,540.52,540.46,45
2025-04-14 10:01:00,1144.0,540.3968,540.39,540.32,540.39,540.32,24
2025-04-14 10:02:00,3114.0,540.4921,540.5,540.53,540.53,540.43,41
2025-04-14 10:03:00,611.0,540.5797,540.52,540.58,540.58,540.52,17
2025-04-14 10:04:00,1074.0,540.8112,540.82,540.74,540.85,540.74,23
2025-04-14 10:05:00,700.0,540.7321,540.73,540.73,540.74,540.73,23
2025-04-14 10:06:00,1485.0,540.6547,540.65,540.65,540.65,540.65,17
2025-04-14 10:07:00,1761.0,540.4978,540.65,540.43,540.65,540.43,38
2025-04-14 10:08:00,882.0,540.182,540.23,540.15,540.23,540.13,20
2025-04-14 10:09:00,434.0,540.178,540.19,540.19,540.19,540.19,14
2025-04-14 10:10:00,457.0,540.3432,540.35,540.31,540.35,540.31,14
2025-04-14 10:11:00,551.0,540.4066,540.41,540.41,540.41,540.41,11
2025-04-14 10:12:00,2929.0,540.1435,540.18,540.12,540.18,540.12,44
2025-04-14 10:13:00,452.0,540.2024,540.17,540.17,540.17,540.17,17
2025-04-14 10:17:00,294.0,540.2976,540.28,540.3,540.3,540.28,11
2025-04-14 10:19:00,628.0,540.348,540.35,540.35,540.35,540.34,10
2025-04-14 10:20:00,471.0,540.0538,539.96,539.96,539.96,539.96,30
2025-04-14 10:21:00,419.0,539.8813,539.94,539.83,539.94,539.83,16
2025-04-14 10:22:00,1772.0,539.8505,539.9,539.83,539.9,539.78,41
2025-04-14 10:23:00,497.0,539.958,539.96,539.96,539.96,539.96,14
2025-04-14 10:24:00,3939.0,540.0965,540.13,540.0,540.13,539.97,39
2025-04-14 10:26:00,395.0,539.8764,539.94,539.94,539.94,539.94,12
2025-04-14 10:27:00,1769.0,540.1415,540.13,540.13,540.13,540.13,23
2025-04-14 10:28:00,915.0,540.4082,540.5,540.4,540.5,540.31,17
2025-04-14 10:29:00,344.0,540.2954,540.28,540.28,540.28,540.28,13
2025-04-14 10:30:00,763.0,540.4043,540.38,540.38,540.38,540.38,17
2025-04-14 10:31:00,642.0,540.4794,540.42,540.42,540.42,540.42,22
2025-04-14 10:34:00,841.0,540.7,540.69,540.71,540.71,540.69,14
2025-04-14 10:35:00,930.0,540.7551,540.7,540.88,540.88,540.68,31
2025-04-14 10:37:00,6962.0,540.683,540.67,540.69,540.71,540.67,83
2025-04-14 10:38:00,475.0,540.7947,540.8,540.78,540.81,540.78,12
2025-04-14 10:39:00,2411.0,540.689,540.69,540.7,540.7,540.68,17
2025-04-14 10:40:00,16846.0,540.8257,540.68,541.0,541.0,540.68,179
2025-04-14 10:41:00,5419.0,540.9975,541.0,541.0,541.04,540.96,52
2025-04-14 10:42:00,535.0,541.003,541.0,541.0,541.0,541.0,39
2025-04-14 10:44:00,1348.0,541.0389,541.05,541.05,541.05,541.05,23
2025-04-14 10:45:00,797.0,540.9263,540.87,540.87,540.87,540.87,40
2025-04-14 10:47:00,523.0,540.972,541.02,540.92,541.02,540.92,18
2025-04-14 10:48:00,1683.0,540.736,540.86,540.68,540.86,540.68,44
2025-04-14 10:49:00,1103.0,540.9665,540.89,540.99,541.0,540.89,23
2025-04-14 10:50:00,1446.0,541.1482,541.07,541.09,541.22,541.07,31
2025-04-14 10:51:00,1362.0,541.1033,541.08,541.12,541.12,541.08,29
2025-04-14 10:53:00,767.0,540.8469,540.88,540.79,540.88,540.79,26
2025-04-14 10:55:00,1334.0,541.0151,541.03,541.07,541.07,541.03,42
2025-04-14 10:57:00,716.0,540.9786,541.03,540.93,541.03,540.93,22
2025-04-14 10:58:00,980.0,541.0231,541.0,541.08,541.08,541.0,27
2025-04-14 10:59:00,1104.0,541.235,540.96,541.34,541.42,540.96,32
2025-04-14 11:00:00,12593.0,541.3283,541.36,541.27,541.46,541.08,276
2025-04-14 11:01:00,944.0,541.3355,541.32,541.42,541.42,541.29,36
2025-04-14 11:02:00,2139.0,541.7408,541.54,541.82,541.82,541.54,64
2025-04-14 11:03:00,1062.0,541.7341,541.75,541.76,541.76,541.711,46
2025-04-14 11:04:00,4214.0,541.7782,541.75,541.77,541.82,541.75,66
2025-04-14 11:05:00,6102.0,541.7392,541.84,541.8,541.84,541.66,121
2025-04-14 11:06:00,5980.0,541.9539,541.86,542.0,542.0,541.86,123
2025-04-14 11:07:00,2399.0,542.0391,542.04,542.03,542.04,542.03,50
2025-04-14 11:08:00,2041.0,541.7093,541.75,541.59,541.75,541.59,55
2025-04-14 11:09:00,13733.0,541.7495,541.6,541.8,541.83,541.561,172
2025-04-14 11:10:00,6107.0,541.8221,541.86,541.831,541.86,541.79,81
2025-04-14 11:11:00,28404.0,541.989,541.97,542.0,542.05,541.94,180
2025-04-14 11:12:00,31018.0,542.0339,541.98,542.0,542.07,541.96,216
2025-04-14 11:13:00,40171.0,542.401,542.07,542.5,542.52,542.02,310
2025-04-14 11:14:00,26062.0,542.4981,542.48,542.5,542.5,542.45,102
2025-04-14 11:15:00,34112.0,542.4987,542.37,542.5,542.57,542.37,188
2025-04-14 11:16:00,16976.0,542.409,542.5,542.24,542.5,542.24,251
2025-04-14 11:17:00,30989.0,542.1329,542.011,542.15,542.16,542.011,230
2025-04-14 11:18:00,15562.0,542.2054,542.23,542.2,542.25,542.19,95
2025-04-14 11:19:00,3908.0,542.2131,542.26,542.25,542.26,542.2,39
2025-04-14 11:20:00,11418.0,542.2074,542.25,542.25,542.25,542.11,111
2025-04-14 11:21:00,31146.0,542.3135,542.29,542.27,542.4,542.26,231
2025-04-14 11:22:00,7876.0,542.3269,542.33,542.24,542.39,542.22,145
2025-04-14 11:23:00,12789.0,542.3218,542.24,542.12,542.4,542.12,218
2025-04-14 11:24:00,7564.0,541.9595,542.09,541.93,542.09,541.82,146
2025-04-14 11:25:00,44579.0,542.4477,542.0,542.74,542.99,542.0,506
2025-04-14 11:26:00,2170.0,542.5771,542.7,542.42,542.7,542.42,36
2025-04-14 11:27:00,11515.0,542.198,542.37,542.35,542.37,542.14,76
2025-04-14 11:28:00,2421.0,542.3254,542.28,542.31,542.35,542.28,32
2025-04-14 11:29:00,1433.0,542.3633,542.4,542.22,542.42,542.22,42
2025-04-14 11:30:00,300.0,542.3179,542.33,542.33,542.33,542.33,14
2025-04-14 11:31:00,1499.0,542.1873,542.19,542.25,542.25,542.1,29
2025-04-14 11:32:00,11392.0,542.2013,542.49,542.05,542.5,542.05,118
2025-04-14 11:33:00,1424.0,541.9819,541.98,542.0,542.0,541.98,49
2025-04-14 11:34:00,682.0,542.0147,542.0,542.1,542.1,542.0,17
2025-04-14 11:35:00,2325.0,541.9998,542.1,541.97,542.1,541.97,42
2025-04-14 11:36:00,1107.0,542.111,542.15,542.05,542.15,542.05,36
2025-04-14 11:37:00,2168.0,542.0278,542.05,541.99,542.05,541.99,41
2025-04-14 11:38:00,664.0,542.0786,542.05,542.1,542.1,542.05,25
2025-04-14 11:39:00,3073.0,542.1116,542.09,542.0,542.26,542.0,42
2025-04-14 11:40:00,2922.0,541.9433,542.18,541.9,542.18,541.86,70
2025-04-14 11:41:00,5854.0,541.8384,541.89,541.8,541.91,541.65,101
2025-04-14 11:42:00,11807.0,541.6559,541.73,541.74,541.74,541.6,92
2025-04-14 11:43:00,6091.0,541.6329,541.75,541.57,541.75,541.48,81
2025-04-14 11:44:00,1007.0,541.6181,541.6,541.71,541.71,541.6,25
2025-04-14 11:45:00,3927.0,541.7767,541.69,541.66,541.82,541.66,64
2025-04-14 11:46:00,1325.0,541.7128,541.69,541.77,541.77,541.69,22
2025-04-14 11:47:00,566.0,541.7236,541.7,541.78,541.78,541.68,19
2025-04-14 11:48:00,2760.0,541.7218,541.7,541.8,541.8,541.7,35
2025-04-14 11:49:00,5532.0,541.5941,541.73,541.6,541.73,541.44,90
2025-04-14 11:50:00,6345.0,541.5533,541.59,541.5,541.661,541.5,99
2025-04-14 11:51:00,5916.0,541.4461,541.58,541.3,541.58,541.3,82
2025-04-14 11:52:00,12410.0,541.2276,541.27,541.12,541.27,541.12,138
2025-04-14 11:53:00,12505.0,540.9562,541.1,540.81,541.1,540.78,219
2025-04-14 11:54:00,23608.0,540.4424,540.72,540.19,540.76,540.19,287
2025-04-14 11:55:00,5941.0,540.2124,540.23,540.26,540.27,540.16,116
2025-04-14 11:56:00,5713.0,540.1779,540.18,540.16,540.26,540.131,85
2025-04-14 11:57:00,4212.0,540.1925,540.16,540.22,540.23,540.13,79
2025-04-14 11:58:00,5224.0,540.1744,540.2,540.161,540.21,540.13,43
2025-04-14 11:59:00,12760.0,540.1241,540.25,540.03,540.3,540.0,264
2025-04-14 12:00:00,122868.0,541.2888,541.75,540.4,542.9,539.5004,1863
2025-04-14 12:01:00,52132.0,540.1913,540.64,540.65,541.57,538.59,1242
2025-04-14 12:02:00,5724.0,540.4675,540.64,540.373,540.64,540.373,136
2025-04-14 12:03:00,4987.0,540.3689,540.33,540.5,540.52,540.22,90
2025-04-14 12:04:00,5150.0,540.5301,540.56,540.68,540.71,540.38,85
2025-04-14 12:05:00,3261.0,540.6956,540.8,540.65,540.8,540.65,96
2025-04-14 12:06:00,5328.0,540.8583,540.68,540.81,541.0,540.68,139
2025-04-14 12:07:00,4617.0,540.6777,540.71,540.88,540.89,540.71,133
2025-04-14 12:08:00,3281.0,540.8258,540.75,540.8,540.9593,540.75,112
2025-04-14 12:09:00,3357.0,540.9889,540.7915,541.15,541.15,540.7915,75
2025-04-14 12:10:00,5921.0,541.1396,541.1,541.11,541.19,541.1,138
2025-04-14 12:11:00,3712.0,541.0984,541.0301,541.09,541.15,541.0,110
2025-04-14 12:12:00,6273.0,541.1306,541.1,541.0,541.2,541.0,139
2025-04-14 12:13:00,11223.0,541.1353,541.03,541.31,541.37,540.87,174
2025-04-14 12:14:00,3686.0,541.3155,541.31,541.17,541.39,541.17,146
2025-04-14 12:15:00,8764.0,541.1749,541.21,541.08,541.25,541.07,151
2025-04-14 12:16:00,3785.0,541.1743,541.1199,541.31,541.31,541.08,91
2025-04-14 12:17:00,28398.0,541.2957,541.28,541.26,541.33,541.19,107
2025-04-14 12:18:00,4162.0,541.2723,541.26,541.19,541.34,541.19,130
2025-04-14 12:19:00,16180.0,541.3753,541.2,541.41,541.47,541.18,159
2025-04-14 12:20:00,3202.0,541.4821,541.42,541.59,541.59,541.42,108
2025-04-14 12:21:00,15942.0,541.5125,541.57,541.4202,541.63,541.33,202
2025-04-14 12:22:00,5266.0,541.6737,541.56,541.75,541.75,541.531,134
2025-04-14 12:23:00,3318.0,541.6685,541.73,541.64,541.74,541.5719,98
2025-04-14 12:24:00,5362.0,541.7374,541.75,541.69,541.79,541.6404,131
2025-04-14 12:25:00,1328.0,541.6942,541.66,541.67,541.67,541.66,98
2025-04-14 12:26:00,4013.0,541.6729,541.65,541.7,541.7,541.61,123
2025-04-14 12:27:00,3588.0,541.6665,541.67,541.62,541.74,541.6,116
2025-04-14 12:28:00,13273.0,541.567,541.67,541.5,541.72,541.5,186
2025-04-14 12:29:00,1689.0,541.6262,541.64,541.6,541.64,541.6,66
2025-04-14 12:30:00,1142.0,541.5905,541.57,541.5901,541.5901,541.57,70
