timestamp,Volume,vw,Open,Close,High,Low,n,SMA_5,SMA_20,EMA_5,EMA_20,RSI,MACD,MACD_signal,BB_middle,BB_upper,BB_lower,Price_Change,Price_Change_5,Volume_Change,Volume_MA_5
2025-04-11 09:50:00,5548.0,525.5418,525.31,525.97,526.03,525.31,113,526.0440000000001,525.112,525.8893653031776,525.214911053894,58.613861386138545,0.6066807065399189,0.5645034782370296,525.112,526.8414306942793,523.3825693057206,0.0008182060356967114,-0.00032310791804457395,3.9010600706713783,2423.4
2025-04-11 09:51:00,8464.0,526.5952,526.11,526.76,527.03,526.11,160,526.126,525.28,526.179576868785,525.3620623820946,62.811387900355335,0.6547615304481269,0.5825550886792491,525.28,526.9613152746084,523.5986847253915,0.0015019868053309793,0.0007789493682910376,0.5255948089401585,3459.2
2025-04-11 09:52:00,2844.0,526.9969,526.89,527.29,527.29,526.8,98,526.324,525.4405,526.5497179125234,525.5456754885618,73.41772151898672,0.727249224046318,0.6114939157526629,525.4405,527.247637602893,523.6333623971071,0.0010061508087173543,0.0018810564316928957,-0.6639886578449905,3766.8
2025-04-11 09:53:00,5896.0,527.5218,527.42,527.59,527.7,527.38,129,526.63,525.6295,526.8964786083491,525.7403730610797,77.44227353463619,0.7996854600671668,0.6491322246155637,525.6295,527.5078920895556,523.7511079104444,0.0005689468793264041,0.0029084134889558744,1.0731364275668072,4776.8
2025-04-11 09:54:00,2042.0,527.5822,527.55,527.54,527.55,527.54,58,527.03,525.79,527.1109857388994,525.9117661028816,74.8091603053426,0.8433356682309068,0.6879729133386324,525.79,527.7477538149624,523.8322461850375,-9.477056047324517e-05,0.0038056094683562858,-0.653663500678426,4958.8
2025-04-11 09:55:00,4583.0,528.2384,527.59,528.84,528.89,527.48,104,527.604,526.028,527.687323825933,526.1906455216548,77.96327212019995,0.9716275900888149,0.7447038486886689,526.028,528.2499630960032,523.8060369039969,0.002464268112370771,0.005456584976329504,1.244368266405485,4765.8
2025-04-11 09:56:00,7013.0,528.7675,528.75,528.47,529.0,528.47,194,527.946,526.1965,527.9482158839554,526.4077269005448,75.20128824476586,1.03155285547507,0.8020736500459491,526.1965,528.6237859003638,523.7692140996362,-0.0006996445049542999,0.003246260156428038,0.5302203796639755,4475.6
2025-04-11 09:57:00,8152.0,528.1043,528.6,528.22,528.62,527.53,161,528.1320000000001,526.3415,528.0388105893037,526.5803243385882,71.3599999999998,1.046804241683958,0.8510197683735509,526.3415,528.8916890538793,523.7913109461207,-0.0004730637500709456,0.001763735325911897,0.16241266219877382,5537.2
2025-04-11 09:58:00,2165.0,528.2279,528.07,528.45,528.45,527.9,57,528.304,526.529,528.1758737262026,526.7583886872941,76.01296596434263,1.065171518722991,0.893850118443439,526.529,529.1220912257887,523.9359087742113,0.0004354246336752965,0.0016300536401372412,-0.7344210009813543,4791.0
2025-04-11 09:59:00,5851.0,528.7373,528.55,529.07,529.1,528.55,127,528.61,526.7575,528.4739158174684,526.978542145647,74.87266553480391,1.1168818181840834,0.9384564583915679,526.7575,529.4026614217979,524.1123385782022,0.0011732425016557357,0.0029002540091749296,1.7025404157043882,5552.8
2025-04-11 10:00:00,8816.0,529.1353,528.9,529.33,529.52,528.7,154,528.708,526.9770000000001,528.7592772116457,527.2024905127282,75.08417508417405,1.1654083283807495,0.9838468323894043,526.9770000000001,529.7141141160372,524.239885883963,0.0004914283554160459,0.0009265562362907875,0.5067509827379935,6399.4
2025-04-11 10:01:00,7671.0,528.7541,529.3,528.06,529.3,528.06,152,528.626,527.1055,528.5261848077638,527.2841580829446,62.290502793295495,1.088836126074625,1.0048446911264486,527.1055,529.7894678012028,524.4215321987972,-0.002399259441180579,-0.0007758245501164884,-0.12987749546279492,6531.0
2025-04-11 10:02:00,4808.0,528.1757,528.19,528.19,528.39,528.0,76,528.62,527.248,528.4141232051759,527.3704287417117,65.1063829787233,1.0268056413497106,1.009236881171101,527.248,529.838286308093,524.6577136919071,0.00024618414574129055,-5.6794517435898584e-05,-0.3732238300091253,5862.2
2025-04-11 10:03:00,3451.0,528.1612,528.06,528.21,528.49,528.06,98,528.572,527.3810000000001,528.3460821367839,527.4503879091678,70.38167938931227,0.9681002115355568,1.0010095472439922,527.3810000000001,529.8755827622858,524.8864172377143,3.786516215753544e-05,-0.0004541583877377686,-0.28223793677204656,6119.4
2025-04-11 10:04:00,3534.0,528.4446,528.18,528.75,528.75,528.18,86,528.508,527.5564999999999,528.4807214245227,527.5741604892471,70.8708708708697,0.9541503709514245,0.9916377119854787,527.5564999999999,529.9065618132962,525.2064381867036,0.0010223206679160768,-0.0006048348989737828,0.02405099971022895,5656.0
2025-04-11 10:05:00,1061.0,528.2645,528.44,528.27,528.45,528.27,60,528.296,527.663,528.4104809496819,527.6404309188426,61.88976377952681,0.894056901878912,0.9721215499641653,527.663,529.9345179251346,525.3914820748654,-0.0009078014184397132,-0.0020025315020876233,-0.6997736276174307,4105.0
2025-04-11 10:06:00,3387.0,528.3108,528.03,528.41,528.5,528.03,88,528.366,527.766,528.4103206331213,527.7137232122863,59.39597315436186,0.8479545326412108,0.9472881464995745,527.766,529.9727303748681,525.5592696251318,0.0002650159956083531,0.0006628034693028084,2.1922714420358154,3248.2
