timestamp,open,high,low,close,volume,vwap
2023-04-20 04:00:00-04:00,411.55,411.55,411.52,411.52,1191.0,411.6136
2023-04-20 04:01:00-04:00,411.51,411.64,411.46,411.64,965.0,411.5389
2023-04-20 04:02:00-04:00,411.54,411.54,411.52,411.54,1656.0,411.5375
2023-04-20 04:03:00-04:00,411.54,411.54,411.31,411.31,3887.0,411.4859
2023-04-20 04:04:00-04:00,411.29,411.33,411.22,411.28,1317.0,411.2701
2023-04-20 04:05:00-04:00,411.28,411.28,411.28,411.28,949.0,411.2856
2023-04-20 04:06:00-04:00,411.33,411.33,411.33,411.33,226.0,411.34
2023-04-20 04:07:00-04:00,411.42,411.43,411.38,411.43,1011.0,411.4174
2023-04-20 04:08:00-04:00,411.41,411.41,411.31,411.31,583.0,411.3543
2023-04-20 04:09:00-04:00,411.33,411.33,411.3,411.3,1179.0,411.3132
2023-04-20 04:10:00-04:00,411.31,411.34,411.28,411.28,2304.0,411.2986
2023-04-20 04:11:00-04:00,411.29,411.4,411.29,411.4,263.0,411.3701
2023-04-20 04:12:00-04:00,411.45,411.45,411.45,411.45,210.0,411.4486
2023-04-20 04:13:00-04:00,411.39,411.42,411.39,411.39,1021.0,411.4102
2023-04-20 04:14:00-04:00,411.38,411.45,411.38,411.45,810.0,411.3962
2023-04-20 04:15:00-04:00,411.43,411.45,411.43,411.45,551.0,411.4501
2023-04-20 04:16:00-04:00,411.47,411.47,411.45,411.45,934.0,411.4652
2023-04-20 04:18:00-04:00,411.51,411.51,411.51,411.51,173.0,411.4975
2023-04-20 04:26:00-04:00,411.56,411.56,411.45,411.45,2759.0,411.5124
2023-04-20 04:27:00-04:00,411.42,411.48,411.42,411.48,569.0,411.4465
2023-04-20 04:29:00-04:00,411.48,411.48,411.4,411.4,457.0,411.4358
2023-04-20 04:30:00-04:00,411.38,411.47,411.36,411.36,1363.0,411.3815
2023-04-20 04:31:00-04:00,411.33,411.33,411.28,411.28,9643.0,411.2814
2023-04-20 04:32:00-04:00,411.35,411.35,411.35,411.35,157.0,411.3416
2023-04-20 04:33:00-04:00,411.35,411.35,411.35,411.35,527.0,411.3515
2023-04-20 04:34:00-04:00,411.35,411.36,411.3,411.31,917.0,411.3186
2023-04-20 04:35:00-04:00,411.3,411.3,411.3,411.3,347.0,411.3064
2023-04-20 04:37:00-04:00,411.35,411.35,411.28,411.28,1096.0,411.3132
2023-04-20 04:38:00-04:00,411.27,411.27,411.26,411.26,375.0,411.2645
2023-04-20 04:40:00-04:00,411.26,411.26,411.19,411.19,1211.0,411.2209
2023-04-20 04:41:00-04:00,411.17,411.22,411.17,411.22,784.0,411.2065
2023-04-20 04:42:00-04:00,411.22,411.22,411.2,411.2,708.0,411.2094
2023-04-20 04:43:00-04:00,411.19,411.19,411.17,411.17,791.0,411.1662
2023-04-20 04:44:00-04:00,411.17,411.17,411.12,411.12,783.0,411.1452
2023-04-20 04:45:00-04:00,411.1,411.11,411.0,411.0,5308.0,411.0441
2023-04-20 04:46:00-04:00,411.04,411.05,411.04,411.05,941.0,411.0476
2023-04-20 04:47:00-04:00,411.07,411.07,411.07,411.07,185.0,411.0601
