timestamp,Volume,vw,Open,Close,High,Low,n
2023-04-20 09:30:00,217.0,411.419,411.41,411.41,411.41,411.41,5
2023-04-20 09:34:00,1426.0,411.5458,411.5,411.56,411.56,411.5,9
2023-04-20 09:35:00,510.0,411.5655,411.57,411.55,411.57,411.55,3
2023-04-20 09:36:00,1183.0,411.5419,411.55,411.53,411.55,411.53,14
2023-04-20 09:37:00,300.0,411.5,411.5,411.5,411.5,411.5,1
2023-04-20 09:38:00,1676.0,411.5603,411.57,411.56,411.58,411.55,7
2023-04-20 09:39:00,179.0,411.4249,411.42,411.42,411.42,411.42,4
2023-04-20 09:44:00,200.0,411.36,411.36,411.36,411.36,411.36,1
2023-04-20 09:45:00,1658.0,411.35,411.35,411.35,411.35,411.35,5
2023-04-20 09:46:00,511.0,411.3504,411.35,411.35,411.35,411.35,6
2023-04-20 09:48:00,800.0,411.32,411.32,411.32,411.32,411.32,2
2023-04-20 09:50:00,274.0,411.3881,411.38,411.38,411.38,411.38,2
2023-04-20 09:53:00,145.0,411.4057,411.41,411.41,411.41,411.41,3
2023-04-20 09:54:00,204.0,411.394,411.36,411.36,411.36,411.36,4
2023-04-20 09:55:00,534.0,411.3512,411.36,411.36,411.36,411.36,4
2023-04-20 09:58:00,1812.0,411.4694,411.47,411.47,411.48,411.46,9
2023-04-20 10:00:00,235.0,411.4878,411.47,411.47,411.47,411.47,4
2023-04-20 10:01:00,500.0,411.57,411.57,411.57,411.57,411.57,2
2023-04-20 10:06:00,502.0,411.55,411.55,411.55,411.55,411.55,3
2023-04-20 10:07:00,186.0,411.5484,411.56,411.56,411.56,411.56,3
2023-04-20 10:08:00,312.0,411.6002,411.59,411.62,411.62,411.59,7
2023-04-20 10:09:00,110.0,411.59,411.59,411.59,411.59,411.59,2
2023-04-20 10:10:00,1051.0,411.599,411.6,411.6,411.6,411.6,5
2023-04-20 10:11:00,10025.0,411.55,411.55,411.55,411.55,411.55,34
2023-04-20 10:12:00,1681.0,411.5032,411.53,411.5,411.53,411.5,9
2023-04-20 10:13:00,10471.0,411.4902,411.5,411.49,411.5,411.49,32
2023-04-20 10:14:00,3923.0,411.552,411.54,411.55,411.58,411.54,15
2023-04-20 10:15:00,11833.0,411.5635,411.59,411.56,411.6,411.56,34
2023-04-20 10:16:00,1250.0,411.5456,411.54,411.55,411.55,411.54,5
2023-04-20 10:17:00,743.0,411.4557,411.45,411.46,411.46,411.45,8
2023-04-20 10:18:00,6300.0,411.417,411.45,411.41,411.45,411.41,20
2023-04-20 10:19:00,27800.0,411.4568,411.44,411.46,411.47,411.44,81
2023-04-20 10:20:00,22500.0,411.4596,411.46,411.46,411.46,411.44,60
2023-04-20 10:21:00,21201.0,411.4186,411.42,411.34,411.42,411.34,45
2023-04-20 10:22:00,1322.0,411.2997,411.3,411.3,411.3,411.3,7
2023-04-20 10:23:00,220.0,411.3309,411.33,411.33,411.33,411.33,2
2023-04-20 10:24:00,231.0,411.3186,411.32,411.32,411.32,411.32,4
2023-04-20 10:25:00,279.0,411.3282,411.35,411.29,411.35,411.29,4
2023-04-20 10:27:00,1382.0,411.3102,411.31,411.31,411.31,411.31,8
2023-04-20 10:28:00,1336.0,411.3108,411.31,411.32,411.32,411.31,4
2023-04-20 10:31:00,631.0,411.2805,411.32,411.27,411.32,411.27,6
2023-04-20 10:32:00,690.0,411.2835,411.28,411.27,411.28,411.27,9
2023-04-20 10:33:00,1225.0,411.3105,411.31,411.31,411.31,411.31,6
2023-04-20 10:37:00,125.0,411.3082,411.31,411.31,411.31,411.31,3
2023-04-20 10:39:00,259.0,411.4014,411.39,411.39,411.39,411.39,2
2023-04-20 10:43:00,5538.0,411.3251,411.34,411.32,411.34,411.32,18
2023-04-20 10:44:00,520.0,411.3585,411.37,411.35,411.37,411.35,3
2023-04-20 10:46:00,439.0,411.3413,411.34,411.34,411.34,411.34,4
2023-04-20 10:47:00,123.0,411.3846,411.39,411.39,411.39,411.39,3
2023-04-20 10:48:00,353.0,411.584,411.64,411.57,411.64,411.57,7
2023-04-20 10:49:00,1299.0,411.6275,411.63,411.6,411.64,411.6,16
2023-04-20 10:50:00,5564.0,411.7162,411.7,411.74,411.74,411.69,25
2023-04-20 10:51:00,419.0,411.704,411.7,411.7,411.7,411.7,7
2023-04-20 10:53:00,1072.0,411.6594,411.69,411.58,411.69,411.58,6
2023-04-20 10:54:00,1165.0,411.6126,411.61,411.61,411.61,411.61,9
2023-04-20 10:55:00,101.0,411.5905,411.59,411.59,411.59,411.59,2
2023-04-20 10:57:00,901.0,411.6977,411.69,411.71,411.71,411.69,6
2023-04-20 10:59:00,2001.0,411.75,411.75,411.75,411.75,411.75,8
2023-04-20 11:00:00,2365.0,411.772,411.75,411.77,411.81,411.73,48
2023-04-20 11:01:00,2353.0,411.6271,411.7,411.64,411.7,411.61,33
2023-04-20 11:02:00,3443.0,411.6575,411.65,411.69,411.69,411.65,19
2023-04-20 11:03:00,13490.0,411.6641,411.65,411.7,411.7,411.63,44
2023-04-20 11:04:00,2819.0,411.6711,411.65,411.65,411.72,411.649,16
2023-04-20 11:05:00,4739.0,411.6067,411.61,411.63,411.63,411.58,24
2023-04-20 11:06:00,1518.0,411.5832,411.57,411.6,411.6,411.56,14
2023-04-20 11:08:00,1020.0,411.7438,411.67,411.76,411.76,411.67,20
2023-04-20 11:09:00,4794.0,411.7903,411.79,411.77,411.81,411.77,74
2023-04-20 11:10:00,3355.0,411.82,411.8,411.83,411.84,411.8,17
2023-04-20 11:11:00,7439.0,411.843,411.86,411.83,411.86,411.83,26
2023-04-20 11:12:00,102.0,411.8898,411.89,411.89,411.89,411.89,2
2023-04-20 11:13:00,46923.0,411.8995,411.88,411.89,411.9,411.88,129
2023-04-20 11:14:00,430.0,411.8081,411.82,411.8,411.82,411.8,6
2023-04-20 11:15:00,7928.0,411.8549,411.82,411.83,411.88,411.8,32
2023-04-20 11:16:00,268.0,411.8176,411.82,411.82,411.82,411.82,7
2023-04-20 11:18:00,1263.0,411.8318,411.84,411.8,411.84,411.8,17
2023-04-20 11:19:00,558.0,411.7346,411.74,411.74,411.74,411.73,6
2023-04-20 11:20:00,477.0,411.7262,411.73,411.72,411.73,411.72,13
2023-04-20 11:21:00,1574.0,411.8061,411.75,411.81,411.82,411.75,11
2023-04-20 11:22:00,415.0,411.8088,411.81,411.81,411.81,411.81,8
2023-04-20 11:24:00,6153.0,411.9605,411.93,411.97,411.97,411.93,36
2023-04-20 11:25:00,2333.0,411.8914,411.89,411.89,411.9,411.89,13
2023-04-20 11:26:00,10543.0,411.9268,411.9,411.94,411.94,411.9,45
2023-04-20 11:27:00,5281.0,411.9391,411.93,411.95,411.95,411.93,29
2023-04-20 11:28:00,5356.0,411.9068,411.91,411.84,411.91,411.84,21
2023-04-20 11:29:00,761.0,411.8621,411.86,411.87,411.87,411.86,9
2023-04-20 11:30:00,827.0,411.823,411.87,411.77,411.87,411.75,16
2023-04-20 11:31:00,1320.0,411.7118,411.73,411.71,411.73,411.69,16
2023-04-20 11:32:00,3233.0,411.736,411.69,411.75,411.75,411.67,15
2023-04-20 11:33:00,16523.0,411.6188,411.68,411.6,411.68,411.6,62
2023-04-20 11:34:00,11688.0,411.5313,411.57,411.5,411.57,411.5,70
2023-04-20 11:35:00,2630.0,411.5348,411.5,411.52,411.59,411.5,21
2023-04-20 11:37:00,2083.0,411.5266,411.52,411.54,411.54,411.52,14
2023-04-20 11:38:00,380.0,411.5943,411.6,411.59,411.6,411.59,6
2023-04-20 11:39:00,1281.0,411.6013,411.61,411.59,411.61,411.59,10
2023-04-20 11:40:00,325.0,411.608,411.59,411.59,411.59,411.59,10
2023-04-20 11:41:00,195.0,411.7177,411.7,411.7,411.7,411.7,9
2023-04-20 11:42:00,1196.0,411.7499,411.74,411.76,411.76,411.74,7
2023-04-20 11:43:00,402.0,411.7434,411.76,411.7,411.76,411.7,7
2023-04-20 11:44:00,839.0,411.7022,411.7,411.72,411.72,411.7,8
